time,pm1,pm2,pm10
18:14:15,9,9,10
18:14:16,8,16,15
18:14:17,14,17,8
18:14:18,18,10,19
18:14:19,13,0,14
18:14:20,14,11,9
18:14:21,3,13,1
18:14:22,9,7,18
18:14:23,17,15,13
18:14:24,12,15,18
18:14:25,12,20,14
18:14:26,20,15,19
18:14:27,9,20,0
18:14:28,2,2,3
18:14:29,12,18,19
18:14:30,10,20,18
18:14:31,6,16,5
18:14:32,6,17,13
18:14:33,7,5,4
18:14:34,16,11,9
18:14:35,15,12,13
18:14:36,12,8,11
18:14:37,2,18,18
18:14:38,5,13,11
18:14:39,0,19,5
18:14:40,2,14,14
18:14:41,2,3,15
18:14:42,5,0,1
18:14:43,5,18,0
18:14:44,12,12,7
18:14:45,19,9,7
18:14:46,18,0,9
18:14:47,11,12,5
18:14:48,0,12,4
18:14:49,8,0,5
18:14:50,12,3,12
18:14:51,17,18,4
18:14:52,10,11,9
18:14:53,20,4,8
18:14:54,11,9,14
18:14:55,18,12,13
18:14:56,15,7,3
18:14:57,16,14,3
18:14:58,13,17,6
18:14:59,4,19,12
18:15:00,5,7,1
18:15:01,7,0,12
18:15:02,16,1,19
18:15:03,8,13,10
18:15:04,16,17,16
18:15:05,14,0,3
18:15:06,15,3,4
18:15:07,16,19,2
18:15:08,3,6,14
18:15:09,14,1,8
18:15:10,10,18,13
18:15:11,10,14,4
18:15:12,6,7,16
18:15:13,15,11,7
18:15:14,17,19,13
18:15:15,7,8,8
18:15:16,2,15,18
18:15:17,1,8,20
18:15:18,1,3,15
18:15:19,9,18,18
18:15:20,9,17,9
18:15:21,4,14,18
18:15:22,15,17,0
18:15:23,17,8,20
18:15:24,7,13,9
18:15:25,3,16,10
18:15:26,15,7,12
18:15:27,18,0,3
18:15:28,6,15,19
18:15:29,0,11,4
18:15:30,5,5,9
18:15:31,11,17,16
18:15:32,4,17,15
18:15:33,0,2,4
18:15:34,2,11,11
18:15:35,9,18,12
18:15:36,17,13,0
18:15:37,3,3,2
18:15:38,7,12,8
18:15:39,7,5,7
18:15:40,15,15,17
18:15:41,2,11,15
18:15:42,10,6,7
18:15:43,14,15,20
18:15:44,17,15,20
18:15:45,3,19,14
18:15:46,15,18,6
18:15:47,13,10,16
18:15:48,1,15,1
18:15:49,18,19,16
18:15:50,13,3,15
18:15:51,0,11,16
18:15:52,7,11,8
18:15:53,20,17,4
18:15:54,19,10,15
18:15:55,0,9,3
18:15:56,1,0,14
18:15:57,3,17,17
18:15:58,3,0,3
18:15:59,0,4,11
18:16:00,10,12,0
18:16:01,15,9,0
18:16:02,18,11,0
18:16:03,12,16,1
18:16:04,20,13,16
18:16:05,1,16,16
18:16:06,20,10,3
18:16:07,0,4,20
18:16:08,9,19,13
18:16:09,6,17,13
18:16:10,19,4,11
18:16:11,6,18,19
18:16:12,3,19,4
18:16:13,11,10,7
18:16:14,5,0,12
18:16:15,6,3,3
18:16:16,14,8,5
18:16:17,19,16,10
18:16:18,5,15,0
18:16:19,11,17,11
18:16:20,13,7,15
18:16:21,19,13,15
18:16:22,14,6,6
18:16:23,7,2,7
18:16:24,7,14,10
18:16:25,15,2,11
18:16:26,20,20,8
18:16:27,19,19,4
18:16:28,3,18,16
18:16:29,7,14,4
18:16:30,0,20,18
18:16:31,15,3,20
18:16:32,4,13,7
18:16:33,10,13,15
18:16:34,16,13,8
18:16:35,1,3,10
18:16:36,8,15,6
18:16:37,17,13,2
18:16:38,5,18,2
18:16:39,20,14,3
18:16:40,8,4,13
18:16:41,8,5,1
18:16:42,5,12,18
18:16:43,0,3,14
18:16:44,1,1,7
18:16:45,11,10,9
18:16:46,20,12,4
18:16:47,8,12,18
18:16:48,4,17,0
18:16:49,9,1,4
18:16:50,13,6,19
18:16:51,15,11,9
18:16:52,17,14,0
18:16:53,0,4,12
18:16:54,13,0,13
18:16:55,10,1,6
18:16:56,15,14,0
18:16:57,1,5,16
18:16:58,16,9,9
18:16:59,11,18,16
18:17:00,11,16,18
18:17:01,6,17,5
18:17:03,8,4,3
18:17:04,8,19,15
18:17:05,20,19,5
18:17:06,19,15,16
18:17:07,12,1,8
18:17:08,8,10,9
18:17:09,7,13,8
18:17:10,8,15,19
18:17:11,5,18,10
18:17:12,9,5,0
18:17:13,15,12,18
18:17:14,15,5,20
18:17:15,16,7,11
18:17:16,15,6,9
18:17:17,17,13,12
18:17:18,4,5,10
18:17:19,6,12,17
18:17:20,7,7,4
18:17:21,12,19,20
18:17:22,8,8,3
18:17:23,14,10,12
18:17:24,19,18,9
18:17:25,16,2,2
18:17:26,5,11,19
18:17:27,7,15,1
18:17:28,0,15,14
18:17:29,15,3,12
18:17:30,3,14,2
18:17:31,20,2,0
18:17:32,6,10,19
18:17:33,6,8,7
18:17:34,8,2,3
18:17:35,5,16,19
18:17:36,15,17,19
18:17:37,9,0,3
18:17:38,14,1,18
18:17:39,8,11,16
18:17:40,7,8,10
18:17:41,4,5,16
18:17:42,1,19,3
18:17:43,3,11,11
18:17:44,7,14,17
18:17:45,17,3,13
18:17:46,3,10,14
18:17:47,15,13,18
