time,pm1,pm2,pm10
17:28:34,2,15,11
17:28:35,18,8,2
17:28:36,12,9,12
17:28:37,19,14,20
17:28:38,4,11,14
17:28:39,19,12,0
17:28:40,16,9,11
17:28:41,1,9,17
17:28:42,0,3,4
17:28:43,4,14,4
17:28:44,2,2,17
17:28:45,17,6,11
17:28:46,9,8,7
17:28:47,17,17,17
17:28:48,0,20,12
17:28:49,18,18,13
17:28:50,17,12,16
19:28:46,3,1,7
19:28:47,20,15,13
19:28:48,19,9,5
19:28:49,16,8,4
19:28:50,2,0,13
19:28:51,20,18,14
19:28:52,11,15,2
19:28:53,2,1,15
19:28:54,20,20,17
19:28:55,10,5,1
20:28:46,17,7,19
20:28:47,16,7,3
20:28:48,9,14,4
20:28:49,12,19,13
20:28:50,11,19,20
20:28:51,0,7,20
22:28:56,15,7,2
22:28:57,19,6,19
22:28:58,10,5,1
22:28:59,8,11,9
22:29:00,1,11,10
22:29:01,9,18,3
22:29:02,12,0,11
22:29:03,20,0,3
22:29:04,3,18,15
22:29:05,9,1,12
22:29:06,2,15,8
22:29:07,12,9,19
22:29:08,6,20,4
00:29:10,9,13,13
00:29:11,4,20,8
00:29:12,18,0,9
00:29:13,1,17,8
00:29:14,17,17,12
00:29:15,10,8,20
00:29:16,2,5,16
00:29:17,5,15,5
00:29:18,7,14,8
00:29:19,6,6,1
00:29:20,15,11,12
00:29:21,9,15,10
02:29:24,10,16,1
02:29:24,7,12,5
02:29:26,9,16,1
